sales_key,order_id,order_date_key,ship_date_key,customer_key,product_key,location_key,ship_mode_key,sales,quantity,discount,profit
1025,CA-2017-106964,20221217,20221220,332,653,68,1,11.808,2,0.2,4.2804
1026,CA-2016-126529,20210111,20210113,203,1087,458,3,15.552,3,0.2,5.4432
1027,CA-2016-126529,20210111,20210113,203,1226,458,3,63.312,3,0.2,20.5764
1028,CA-2016-126529,20210111,20210113,203,1684,458,3,15.588,2,0.4,-9.8724
1029,CA-2014-163552,20190711,20190715,448,1049,377,4,177.2,5,0.0,83.284
1030,CA-2014-163552,20190711,20190715,448,1823,377,4,197.97,3,0.0,57.4113
1031,CA-2014-163552,20190711,20190715,448,105,377,4,854.94,3,0.0,213.735
1032,CA-2014-163552,20190711,20190715,448,160,377,4,124.11,9,0.0,52.1262
1033,CA-2014-163552,20190711,20190715,448,961,377,4,14.4,5,0.0,7.056
1034,CA-2016-109820,20211120,20211122,22,1080,439,1,15.696,3,0.2,5.1012
1035,CA-2016-109820,20211120,20211122,22,775,439,1,2.628,2,0.7,-1.9272
1036,CA-2016-109820,20211120,20211122,22,656,439,1,14.427,3,0.7,-10.5798
1037,CA-2016-113061,20210422,20210426,267,281,348,4,86.62,2,0.0,8.66199999999999
1038,CA-2015-127418,20200613,20200614,374,787,64,1,36.624,3,0.2,13.734
1039,CA-2017-121818,20221120,20221121,369,477,418,1,23.968,7,0.2,2.6964
1040,CA-2017-121818,20221120,20221121,369,631,418,1,28.728,3,0.2,1.7955
1041,CA-2016-127670,20210320,20210324,633,326,352,4,697.16,4,0.0,146.4036
1042,CA-2016-102981,20210906,20210909,530,1593,408,3,31.86,2,0.0,11.151
1043,CA-2016-102981,20210906,20210909,530,14,408,3,722.352,3,0.2,90.2939999999999
1044,CA-2017-115651,20220709,20220712,577,506,213,1,8.84,5,0.2,2.9835
1045,CA-2017-115651,20220709,20220712,577,378,213,1,58.464,9,0.8,-146.16
1046,CA-2017-152702,20221012,20221016,705,86,234,4,254.604,14,0.3,-18.186
1047,CA-2016-169103,20210308,20210313,792,1729,169,4,1363.96,5,0.2,85.2475
1048,CA-2016-169103,20210308,20210313,792,284,169,4,102.36,3,0.2,-3.83850000000001
1049,CA-2014-139192,20190527,20190601,452,1697,98,3,1113.504,12,0.2,125.2692
1050,CA-2014-139192,20190527,20190601,452,1504,98,3,99.99,1,0.0,37.9962
1051,US-2015-153500,20200703,20200705,205,150,483,1,168.464,2,0.2,-29.4812
1052,US-2015-153500,20200703,20200705,205,1099,483,1,6.72,2,0.2,2.436
1053,US-2015-153500,20200703,20200705,205,300,483,1,282.888,9,0.2,56.5776
1054,CA-2015-110667,20200404,20200408,563,494,405,4,11.16,2,0.0,4.3524
1055,CA-2015-110667,20200404,20200408,563,304,405,4,108.4,2,0.0,22.764
1056,CA-2015-110667,20200404,20200408,563,746,405,4,82.344,3,0.2,27.7911
1057,CA-2015-110667,20200404,20200408,563,778,405,4,9.088,4,0.2,3.2944
1058,CA-2017-167150,20221210,20221217,102,679,96,4,19.936,4,0.2,7.2268
1059,CA-2017-167150,20221210,20221217,102,700,96,4,65.568,2,0.2,22.9488
1060,CA-2016-105284,20211124,20211201,503,919,485,4,4.416,3,0.2,1.6008
1061,US-2015-125374,20200323,20200329,352,106,548,4,107.772,2,0.3,-29.2524
1062,CA-2015-161263,20200416,20200421,762,423,459,4,45.216,3,0.2,4.5216
1063,CA-2015-161263,20200416,20200421,762,941,459,4,10.416,7,0.2,-2.2134
1064,CA-2015-161263,20200416,20200421,762,630,459,4,7.872,3,0.2,1.2792
1065,CA-2015-161263,20200416,20200421,762,1757,459,4,118.782,3,0.4,-27.7158
1066,CA-2015-161263,20200416,20200421,762,932,459,4,1.448,1,0.2,0.2353
1067,CA-2015-161263,20200416,20200421,762,819,459,4,55.47,5,0.7,-46.225
1068,CA-2016-157686,20211001,20211002,72,66,100,1,194.848,4,0.2,12.178
1069,US-2017-139955,20220928,20220930,158,1435,524,3,1.744,1,0.2,-0.3488
1070,US-2015-150161,20200725,20200729,628,695,485,4,25.176,4,0.7,-18.4624
1071,CA-2015-144652,20201120,20201126,704,595,65,4,19.46,7,0.0,5.0596
1072,CA-2016-152814,20210428,20210502,261,1145,126,4,29.472,3,0.2,9.9468
1073,CA-2017-106943,20221114,20221119,290,783,408,4,8.64,2,0.2,3.024
1074,CA-2016-134348,20211112,20211119,539,792,14,4,6.27,5,0.7,-4.598
1075,CA-2016-134348,20211112,20211119,539,844,14,4,4.368,7,0.7,-3.3488
1076,CA-2016-134348,20211112,20211119,539,1562,14,4,31.984,2,0.2,1.999
1077,CA-2016-161781,20210929,20210930,129,479,242,1,40.88,7,0.0,10.6288
1078,CA-2017-132521,20220923,20220925,242,418,614,3,119.96,2,0.0,33.5888
1079,CA-2017-132521,20220923,20220925,242,1336,614,3,31.44,3,0.0,8.4888
1080,CA-2017-132521,20220923,20220925,242,655,614,3,6.88,1,0.2,2.322
1081,CA-2015-110016,20201129,20201204,112,1043,310,4,19.92,4,0.0,9.3624
1082,CA-2015-110016,20201129,20201204,112,98,310,4,1106.91,9,0.0,121.7601
1083,US-2016-143819,20210301,20210305,423,326,416,4,836.592,8,0.4,-264.9208
1084,US-2016-143819,20210301,20210305,423,1204,416,4,26.38,1,0.0,12.1348
1085,US-2016-143819,20210301,20210305,423,1386,416,4,362.92,2,0.0,105.2468
1086,US-2016-143819,20210301,20210305,423,1667,416,4,4899.93,7,0.0,2400.9657
1087,CA-2016-167584,20210812,20210812,451,1016,258,2,6.48,1,0.0,3.1104
1088,CA-2016-166163,20210815,20210820,186,1855,77,3,71.976,3,0.2,7.1976
1089,CA-2016-166163,20210815,20210820,186,954,77,3,3.15,1,0.0,1.512
1090,CA-2017-158407,20220604,20220610,480,206,431,4,31.984,2,0.2,1.999
1091,CA-2017-158407,20220604,20220610,480,1744,431,4,71.984,2,0.2,25.1944
1092,CA-2015-143490,20201206,20201213,571,564,97,4,120.15,9,0.0,33.642
1093,CA-2015-143490,20201206,20201213,571,1701,97,4,219.184,2,0.2,19.1786
1094,CA-2015-165085,20201227,20201231,114,1064,285,4,28.9,5,0.0,14.161
1095,CA-2015-165085,20201227,20201231,114,429,285,4,355.96,2,0.0,103.2284
1096,CA-2017-160423,20220121,20220126,611,1412,421,4,348.208,7,0.2,30.4682
1097,CA-2017-160423,20220121,20220126,611,801,421,4,35.784,7,0.7,-28.6272
1098,CA-2014-159338,20190625,20190628,577,363,69,1,447.84,5,0.2,11.196
1099,CA-2016-107216,20210614,20210617,613,522,100,1,7.04,4,0.0,2.0416
1100,CA-2016-107216,20210614,20210617,613,144,100,1,8.73,3,0.0,4.1031
1101,CA-2016-107216,20210614,20210617,613,1485,100,1,29.29,1,0.0,9.6657
1102,CA-2016-107216,20210614,20210617,613,548,100,1,8.64,3,0.0,2.5056
1103,US-2017-145863,20220421,20220427,654,808,546,4,2.694,3,0.8,-4.7145
1104,US-2017-145863,20220421,20220427,654,723,546,4,2.934,3,0.8,-4.9878
1105,CA-2016-112340,20211021,20211027,570,1138,89,4,22.92,3,0.0,11.2308
1106,US-2016-110156,20211119,20211124,259,1311,546,4,100.704,6,0.2,-16.3644
1107,US-2016-110156,20211119,20211124,259,144,546,4,2.328,2,0.6,-0.7566
1108,US-2016-110156,20211119,20211124,259,784,546,4,10.78,5,0.8,-17.248
1109,US-2016-110156,20211119,20211124,259,937,546,4,58.368,12,0.2,21.888
1110,US-2016-110156,20211119,20211124,259,888,546,4,40.968,3,0.2,13.8267
1111,US-2016-110156,20211119,20211124,259,1815,546,4,71.96,5,0.2,25.186
1112,US-2016-110156,20211119,20211124,259,1280,546,4,10.368,2,0.2,3.6288
1113,US-2016-110156,20211119,20211124,259,744,546,4,1.192,2,0.8,-2.0264
1114,CA-2017-140585,20221218,20221223,619,773,48,3,46.672,2,0.2,16.3352
1115,CA-2017-140585,20221218,20221223,619,18,48,3,119.833,1,0.15,-12.6882
1116,CA-2017-140585,20221218,20221223,619,1565,48,3,119.98,2,0.0,57.5904
1117,CA-2016-144855,20210722,20210724,222,996,99,3,6.3,2,0.0,3.024
1118,CA-2015-142755,20200904,20200908,177,1145,195,4,279.9,5,0.0,137.151
1119,CA-2015-142755,20200904,20200908,177,1518,195,4,619.95,5,0.0,111.591
1120,CA-2015-142755,20200904,20200908,177,1023,195,4,4.36,2,0.0,2.0492
1121,CA-2015-142755,20200904,20200908,177,896,195,4,15.28,2,0.0,7.4872
1122,US-2014-147627,20190120,20190126,328,1712,25,4,699.93,7,0.0,181.9818
1123,US-2014-147627,20190120,20190126,328,552,25,4,22.96,7,0.0,6.6584
1124,US-2014-147627,20190120,20190126,328,251,25,4,38.6,4,0.0,11.58
1125,US-2014-147627,20190120,20190126,328,600,25,4,6.63,3,0.0,1.7901
1126,US-2014-147627,20190120,20190126,328,864,25,4,23.34,3,0.0,10.9698
1127,US-2014-147627,20190120,20190126,328,89,25,4,1067.94,3,0.0,224.2674
1128,CA-2015-105970,20200302,20200307,582,570,254,4,10.16,1,0.0,2.6416
1129,CA-2015-105970,20200302,20200307,582,862,254,4,101.88,6,0.0,50.94
1130,CA-2016-112102,20210412,20210416,71,362,595,4,343.92,4,0.0,75.6624
1131,CA-2016-112102,20210412,20210416,71,1021,595,4,40.99,1,0.0,20.0851
1132,CA-2016-112102,20210412,20210416,71,869,595,4,63.9,5,0.0,28.755
1133,US-2016-114776,20211206,20211207,298,1252,32,1,19.44,3,0.0,9.3312
1134,US-2016-134908,20210605,20210609,409,1395,483,4,124.608,4,0.2,-23.364
1135,US-2016-134908,20210605,20210609,409,957,483,4,7.56,3,0.2,2.646
1136,US-2016-148803,20211211,20211211,470,1342,162,2,85.224,3,0.2,7.4571
1137,CA-2016-152170,20211112,20211115,284,874,246,3,287.52,8,0.0,129.384
1138,CA-2016-152170,20211112,20211115,284,423,246,3,37.68,2,0.0,10.5504
1139,CA-2016-152170,20211112,20211115,284,1125,246,3,19.98,2,0.0,8.991
1140,CA-2016-152170,20211112,20211115,284,579,246,3,20.58,7,0.0,5.5566
1141,CA-2016-152170,20211112,20211115,284,725,246,3,17.38,2,0.0,8.69
1142,CA-2014-146969,20190929,20191003,45,294,68,4,204.6,2,0.0,53.196
1143,CA-2014-146969,20190929,20191003,45,918,68,4,8.72,4,0.0,2.8776
1144,CA-2014-146969,20190929,20191003,45,1152,68,4,6.48,1,0.0,3.1104
1145,CA-2014-146969,20190929,20191003,45,1672,68,4,686.32,2,0.2,223.054
1146,CA-2014-146969,20190929,20191003,45,1412,68,4,62.18,1,0.0,16.7886
1147,CA-2015-112452,20200404,20200404,555,454,315,2,644.076,2,0.1,107.346
1148,CA-2015-112452,20200404,20200404,555,911,315,2,5.84,2,0.0,2.628
1149,CA-2015-112452,20200404,20200404,555,771,315,2,12.76,2,0.0,5.8696
1150,CA-2015-112452,20200404,20200404,555,1690,315,2,10.95,1,0.0,0.437999999999999
1151,CA-2015-112452,20200404,20200404,555,1614,315,2,599.98,2,0.0,209.993
1152,CA-2015-113971,20200508,20200514,128,197,442,4,8.352,6,0.2,1.2528
1153,CA-2017-160395,20211231,20220106,434,597,366,4,3.64,2,0.0,1.638
1154,CA-2017-160395,20211231,20220106,434,800,366,4,159.768,7,0.2,53.9217
1155,CA-2014-136567,20191220,20191221,611,1411,591,1,122.48,2,0.0,0.0
1156,CA-2014-136567,20191220,20191221,611,338,591,1,2244.48,7,0.0,493.7856
1157,CA-2014-136567,20191220,20191221,611,799,591,1,62.31,3,0.0,29.2857
1158,CA-2014-136567,20191220,20191221,611,321,591,1,455.1,2,0.0,100.122
1159,CA-2016-149314,20210702,20210707,295,85,64,3,195.184,1,0.2,19.5184
1160,CA-2017-147039,20220629,20220704,1,388,334,4,362.94,3,0.0,90.735
1161,CA-2017-147039,20220629,20220704,1,833,334,4,11.54,2,0.0,5.77
1162,CA-2014-126522,20190901,20190905,477,611,49,3,53.94,3,0.0,15.6426
1163,CA-2014-127964,20190303,20190308,44,1850,408,4,9.99,1,0.0,4.5954
1164,CA-2014-127964,20190303,20190308,44,830,408,4,125.76,3,0.2,40.872
1165,CA-2014-127964,20190303,20190308,44,774,408,4,25.32,5,0.2,9.1785
1166,CA-2014-117709,20190504,20190508,600,690,314,4,46.8,4,0.0,21.06
1167,CA-2015-125416,20201102,20201102,421,1501,615,2,447.93,9,0.0,49.2723
1168,CA-2017-145226,20221208,20221210,220,315,408,3,109.48,2,0.0,33.9388
1169,CA-2017-145226,20221208,20221210,220,1407,408,3,272.94,3,0.0,0.0
1170,CA-2017-145226,20221208,20221210,220,1207,408,3,19.44,3,0.0,9.3312
1171,CA-2017-145226,20221208,20221210,220,1368,408,3,31.92,4,0.0,8.2992
1172,US-2014-100279,20190310,20190314,726,1164,322,4,22.38,2,0.0,10.7424
1173,CA-2014-158064,20190421,20190425,2,760,65,4,16.52,5,0.2,5.5755
1174,US-2015-104430,20201022,20201026,478,650,208,4,5.176,4,0.8,-7.764
1175,CA-2015-132080,20200822,20200825,231,786,408,1,50.112,6,0.2,16.2864
1176,CA-2016-161207,20210829,20210903,6,1423,368,4,27.93,3,0.0,8.0997
1177,CA-2014-120243,20191227,20191230,59,1006,64,3,11.56,4,0.0,5.4332
1178,CA-2016-113621,20211201,20211205,357,69,290,4,172.5,2,0.0,51.75
1179,CA-2016-113621,20211201,20211205,357,1824,290,4,179.97,3,0.0,44.9925
1180,CA-2016-168081,20210424,20210427,122,1554,547,3,258.696,3,0.2,64.674
1181,CA-2014-128146,20190621,20190625,191,1846,378,4,1322.93,7,0.0,357.1911
1182,CA-2014-128146,20190621,20190625,191,535,378,4,3.76,2,0.0,1.0904
1183,CA-2017-138779,20220114,20220115,625,870,430,1,21.744,1,0.2,7.3386
1184,CA-2017-138779,20220114,20220115,625,1818,430,1,7.92,5,0.2,0.693
1185,CA-2014-127131,20191124,20191130,333,834,613,4,12.096,7,0.2,4.2336
1186,CA-2014-127131,20191124,20191130,333,1367,613,4,485.88,6,0.0,9.71760000000003
1187,CA-2014-127131,20191124,20191130,333,1128,613,4,25.92,4,0.0,12.4416
1188,CA-2014-127131,20191124,20191130,333,1291,613,4,197.58,2,0.0,53.3466
1189,CA-2017-117212,20220226,20220228,115,466,67,3,81.92,4,0.0,22.1184
1190,CA-2017-117212,20220226,20220228,115,1842,67,3,889.536,8,0.2,66.7152
1191,CA-2017-117212,20220226,20220228,115,117,67,3,892.224,3,0.2,89.2224
1192,CA-2017-117212,20220226,20220228,115,1145,67,3,223.92,4,0.0,109.7208
1193,CA-2017-117212,20220226,20220228,115,1068,67,3,23.12,4,0.0,11.3288
1194,US-2015-130519,20200915,20200915,564,1140,155,2,15.552,3,0.2,5.4432
1195,US-2015-130519,20200915,20200915,564,219,155,2,15.712,4,0.2,2.5532
1196,US-2015-130519,20200915,20200915,564,1335,155,2,24.672,2,0.2,2.1588
1197,US-2015-130519,20200915,20200915,564,257,155,2,55.968,1,0.2,-2.09880000000001
1198,CA-2016-130946,20210408,20210412,792,1513,546,4,431.928,9,0.2,64.7892
1199,CA-2016-130946,20210408,20210412,792,126,546,4,95.984,4,0.3,-4.1136
1200,CA-2016-130946,20210408,20210412,792,846,546,4,1088.792,4,0.8,-1850.9464
1201,CA-2016-114727,20210718,20210724,472,90,126,4,544.008,3,0.2,40.8006
1202,CA-2016-114727,20210718,20210724,472,844,126,4,1.872,3,0.7,-1.4352
1203,CA-2016-114727,20210718,20210724,472,89,126,4,854.352,3,0.2,10.6793999999999
1204,CA-2016-114727,20210718,20210724,472,1365,126,4,593.568,2,0.2,0.0
1205,CA-2016-114727,20210718,20210724,472,1315,126,4,338.04,3,0.2,-33.804
1206,CA-2017-133235,20220801,20220804,461,1784,421,1,271.96,5,0.2,16.9975
1207,CA-2016-137050,20210714,20210718,729,1415,405,3,11.21,1,0.0,3.363
1208,CA-2016-137050,20210714,20210718,729,729,405,3,9.144,3,0.2,3.2004
1209,CA-2016-137050,20210714,20210718,729,930,405,3,14.07,7,0.0,6.8943
1210,CA-2016-137050,20210714,20210718,729,636,405,3,41.86,7,0.0,10.465
1211,CA-2016-137050,20210714,20210718,729,674,405,3,8.544,2,0.2,2.8836
1212,CA-2016-137050,20210714,20210718,729,47,405,3,579.136,4,0.2,21.7175999999999
1213,US-2017-118087,20220909,20220913,708,132,483,4,141.372,2,0.3,-48.4704
1214,US-2017-118087,20220909,20220913,708,739,483,4,3.036,2,0.7,-2.3276
1215,US-2017-118087,20220909,20220913,708,640,483,4,4.503,1,0.7,-3.6024
1216,US-2017-118087,20220909,20220913,708,589,483,4,4.672,1,0.2,1.5768
1217,US-2017-118087,20220909,20220913,708,1583,483,4,95.88,3,0.2,28.764
1218,US-2017-118087,20220909,20220913,708,199,483,4,17.024,2,0.2,1.7024
1219,US-2017-118087,20220909,20220913,708,1554,483,4,258.696,3,0.2,64.674
1220,US-2017-118087,20220909,20220913,708,1760,483,4,1931.958,7,0.4,-386.3916
1221,CA-2014-110184,20190712,20190716,83,1295,67,4,249.75,9,0.0,44.955
1222,CA-2014-110184,20190712,20190716,83,1694,67,4,255.936,8,0.2,28.7928
1223,CA-2016-126004,20211204,20211205,91,191,407,1,113.79,3,0.0,20.4822
1224,CA-2016-126004,20211204,20211205,91,1496,407,1,78.15,1,0.0,34.386
1225,CA-2016-126004,20211204,20211205,91,834,407,1,1.728,1,0.2,0.6048
1226,CA-2016-126004,20211204,20211205,91,1119,407,1,40.56,4,0.0,19.8744
1227,CA-2016-126004,20211204,20211205,91,1340,407,1,182.94,3,0.0,3.6588
1228,CA-2016-126004,20211204,20211205,91,1314,407,1,193.86,2,0.0,11.6316
1229,CA-2017-100013,20221106,20221111,792,856,68,4,15.28,2,0.0,7.4872
1230,CA-2017-100013,20221106,20221111,792,182,68,4,8.73,1,0.0,2.9682
1231,CA-2017-100013,20221106,20221111,792,502,68,4,5.68,2,0.0,1.7608
1232,CA-2015-132570,20201031,20201102,445,481,397,3,2.78,2,0.0,0.7228
1233,CA-2015-132570,20201031,20201102,445,879,397,3,79.96,2,0.0,35.982
1234,CA-2016-153682,20210530,20210601,87,1604,439,1,839.988,2,0.4,69.9989999999999
1235,CA-2016-144344,20211028,20211028,592,140,153,2,47.952,3,0.2,13.7862
1236,CA-2016-144344,20211028,20211028,592,791,153,2,37.425,5,0.7,-29.94
1237,CA-2016-144344,20211028,20211028,592,253,153,2,63.968,2,0.2,0.0
1238,CA-2016-144344,20211028,20211028,592,262,153,2,165.048,3,0.2,41.262
1239,CA-2014-127012,20190811,20190815,307,267,614,4,12.35,1,0.0,5.434
1240,CA-2014-127012,20190811,20190815,307,605,614,4,40.97,1,0.0,10.6522
1241,CA-2014-127012,20190811,20190815,307,942,614,4,22.96,2,0.0,10.7912
1242,CA-2016-128727,20210829,20210904,531,1809,407,4,22.0,4,0.0,5.5
1243,US-2016-162859,20210215,20210222,592,827,405,4,398.352,3,0.2,124.485
1244,US-2016-162859,20210215,20210222,592,905,405,4,8.72,4,0.0,3.5752
1245,CA-2017-133641,20220514,20220521,265,900,341,4,48.69,9,0.0,23.8581
1246,CA-2014-168494,20191212,20191214,574,373,51,3,764.688,6,0.2,95.5859999999999
1247,CA-2014-168494,20191212,20191214,574,356,51,3,3610.848,12,0.2,135.4068
1248,CA-2014-168494,20191212,20191214,574,45,51,3,254.9745,3,0.15,11.9988
1249,CA-2017-115602,20221218,20221224,210,550,405,4,38.82,6,0.0,17.469
1250,CA-2017-115602,20221218,20221224,210,73,405,4,1141.938,9,0.1,139.5702
1251,CA-2017-115602,20221218,20221224,210,394,405,4,1704.56,13,0.0,511.368
1252,CA-2017-115602,20221218,20221224,210,486,405,4,3.2,2,0.0,1.376
1253,CA-2015-154956,20200704,20200709,339,1835,626,4,1099.96,4,0.0,285.9896
1254,CA-2017-144638,20220310,20220314,516,606,480,4,5.248,2,0.2,0.590399999999999
1255,CA-2017-144638,20220310,20220314,516,1685,480,4,35.91,3,0.4,-8.379
1256,CA-2017-144638,20220310,20220314,516,269,480,4,6.696,1,0.2,0.5022
1257,CA-2017-144638,20220310,20220314,516,261,480,4,43.872,2,0.2,11.5164
1258,US-2016-168620,20211224,20211228,628,699,421,3,27.882,3,0.7,-20.4468
1259,US-2016-168620,20211224,20211228,628,1401,421,3,540.048,3,0.2,-47.2542
1260,US-2016-168620,20211224,20211228,628,1583,421,3,255.68,8,0.2,76.704
1261,CA-2017-117079,20221023,20221027,404,1847,163,4,863.88,3,0.2,107.985
1262,US-2016-144393,20211028,20211104,703,816,428,4,17.616,4,0.7,-14.0928
1263,CA-2017-105053,20220707,20220709,177,703,402,3,17.472,3,0.2,6.3336
1264,CA-2016-155992,20211001,20211002,131,1689,246,1,69.9,2,0.0,18.873
1265,CA-2016-155992,20211001,20211002,131,269,246,1,41.85,5,0.0,10.881
1266,CA-2017-110380,20220902,20220907,591,485,100,4,6.57,3,0.0,1.7739
1267,US-2014-167738,20191224,20191229,348,1389,68,4,142.86,1,0.0,41.4294
1268,US-2014-167738,20191224,20191229,348,66,68,4,292.272,6,0.2,18.267
1269,CA-2017-121412,20220923,20220927,87,147,132,4,29.328,3,0.2,3.666
1270,CA-2017-100426,20220604,20220608,200,1190,3,4,12.48,2,0.0,5.616
1271,US-2016-103646,20210421,20210426,707,1305,214,4,102.336,4,0.2,-12.792
1272,US-2016-103646,20210421,20210426,707,465,214,4,48.792,3,0.8,-126.8592
1273,US-2016-103646,20210421,20210426,707,754,214,4,44.848,8,0.8,-67.272
1274,CA-2016-119186,20210526,20210526,539,1275,538,2,10.368,2,0.2,3.6288
1275,CA-2016-119186,20210526,20210526,539,79,538,2,388.43,5,0.3,-88.784
1276,CA-2016-119186,20210526,20210526,539,1247,538,2,14.352,3,0.2,5.2026
1277,CA-2016-119186,20210526,20210526,539,1474,538,2,63.992,1,0.2,-7.1991
1278,CA-2016-148698,20210502,20210507,75,609,547,4,86.352,3,0.2,5.39699999999999
1279,CA-2014-163293,20190908,20190911,420,1578,193,1,32.97,3,0.0,12.8583
1280,CA-2014-163293,20190908,20190911,420,1459,193,1,83.88,4,0.0,30.1968
1281,CA-2016-160815,20210905,20210906,760,1811,257,1,278.4,3,0.0,80.736
1282,CA-2017-122154,20220409,20220411,664,945,163,1,15.12,3,0.2,4.914
1283,CA-2017-122154,20220409,20220411,664,722,163,1,17.43,1,0.7,-13.363
1284,CA-2017-122154,20220409,20220411,664,1081,163,1,251.64,3,0.2,88.074
1285,US-2015-149692,20201206,20201212,446,750,520,4,2.772,7,0.8,-4.851
1286,CA-2016-119445,20210626,20210703,306,1309,489,4,14.9,5,0.0,1.043
1287,CA-2015-124268,20200704,20200708,16,632,408,4,15.48,3,0.0,4.4892
1288,CA-2016-154711,20211122,20211126,737,154,405,4,39.88,2,0.0,11.1664
1289,CA-2016-154711,20211122,20211126,737,661,405,4,12.192,4,0.2,4.1148
1290,CA-2016-154711,20211122,20211126,737,531,405,4,20.82,3,0.0,7.4952
1291,CA-2016-163384,20211110,20211112,133,845,100,1,13.216,4,0.2,4.4604
1292,CA-2016-163384,20211110,20211112,133,1207,100,1,32.4,5,0.0,15.552
1293,CA-2015-101707,20200827,20200901,590,1431,97,4,32.94,3,0.0,9.2232
1294,CA-2015-101707,20200827,20200901,590,1195,97,4,114.2,5,0.0,52.532
1295,CA-2015-101707,20200827,20200901,590,946,97,4,3.08,1,0.0,1.4784
1296,CA-2015-138898,20200525,20200529,373,465,135,4,845.728,13,0.2,84.5727999999999
1297,CA-2017-115427,20221230,20230103,252,727,50,4,13.904,2,0.2,4.5188
1298,CA-2017-115427,20221230,20230103,252,832,50,4,20.72,2,0.2,6.475
1299,CA-2016-134425,20211208,20211212,616,1813,339,3,114.95,5,0.0,2.29900000000001
1300,CA-2015-121391,20201004,20201007,1,1351,98,1,26.96,2,0.0,7.0096
1301,CA-2016-137043,20211223,20211225,456,266,595,3,572.76,6,0.0,166.1004
1302,CA-2016-137043,20211223,20211225,456,266,595,3,286.38,3,0.0,83.0502
1303,CA-2015-115847,20200919,20200924,746,31,587,3,61.96,2,0.0,4.3372
1304,US-2017-126179,20220703,20220707,179,231,191,4,23.99,1,0.0,5.5177
1305,US-2017-126179,20220703,20220707,179,1732,191,4,287.97,3,0.0,77.7519
1306,CA-2016-101966,20210714,20210716,94,1808,545,3,419.944,7,0.2,52.493
1307,CA-2016-141397,20210620,20210621,629,1196,81,1,46.76,7,0.0,22.4448
1308,CA-2016-141397,20210620,20210621,629,653,81,1,17.712,3,0.2,6.4206
1309,CA-2016-141397,20210620,20210621,629,458,81,1,21.78,2,0.0,5.6628
1310,CA-2016-141397,20210620,20210621,629,1341,81,1,161.94,3,0.0,9.71639999999999
1311,CA-2016-141397,20210620,20210621,629,114,81,1,161.568,2,0.2,-8.07839999999999
1312,CA-2016-141082,20211209,20211213,289,964,297,4,3.69,1,0.0,1.7343
1313,CA-2016-141082,20211209,20211213,289,965,297,4,122.12,4,0.0,56.1752
1314,US-2016-134488,20210924,20211001,598,102,441,4,155.372,2,0.3,-13.3176
1315,CA-2016-145919,20211218,20211223,323,1203,66,4,38.88,6,0.0,18.6624
1316,CA-2016-145919,20211218,20211223,323,316,66,4,183.84,8,0.0,62.5056
1317,CA-2016-145919,20211218,20211223,323,1445,66,4,579.3,5,0.0,28.965
1318,CA-2017-157651,20221210,20221214,318,1552,482,4,14.2,1,0.2,3.3725
1319,CA-2014-160773,20190701,20190705,479,1847,158,4,575.92,2,0.2,71.99
1320,CA-2014-160773,20190701,20190705,479,659,158,4,5.184,6,0.7,-3.6288
1321,CA-2017-167703,20220203,20220208,489,724,439,4,5.229,3,0.7,-4.1832
1322,CA-2017-167703,20220203,20220208,489,1343,439,4,285.552,2,0.2,35.694
1323,CA-2017-121804,20220303,20220308,469,471,274,4,72.8,5,0.0,19.656
1324,CA-2017-162635,20221009,20221010,254,1180,434,1,10.816,4,0.2,3.5152
1325,CA-2014-107153,20190928,20191003,316,1335,297,4,46.26,3,0.0,12.4902
1326,US-2014-117058,20190527,20190530,459,807,215,1,17.46,6,0.8,-30.555
1327,CA-2015-120439,20200614,20200618,16,199,482,4,51.072,6,0.2,5.1072
1328,CA-2016-128258,20210330,20210401,165,1254,144,1,11.34,1,0.0,5.5566
1329,CA-2017-106033,20221015,20221018,283,562,99,3,87.92,4,0.0,26.376
1330,CA-2016-142762,20210523,20210527,458,267,98,4,37.05,3,0.0,16.302
1331,CA-2017-127705,20220602,20220606,10,1691,451,4,2.97,1,0.4,-0.6435
1332,CA-2017-127705,20220602,20220606,10,1414,451,4,27.44,2,0.2,2.401
1333,CA-2014-122567,20190216,20190221,529,721,534,4,1.08,3,0.8,-1.728
1334,CA-2014-122567,20190216,20190221,529,404,534,4,7.96,2,0.8,-13.93
1335,CA-2014-121664,20190506,20190510,331,785,69,4,140.736,8,0.2,52.776
1336,CA-2016-122133,20210516,20210523,403,1376,142,4,552.56,4,0.0,0.0
1337,US-2017-123281,20220402,20220407,359,269,65,4,25.11,3,0.0,6.5286
1338,CA-2017-100524,20220331,20220402,157,286,406,3,29.78,2,0.0,8.0406
1339,CA-2017-100524,20220331,20220402,157,1775,406,3,677.58,3,0.0,176.1708
1340,CA-2017-100524,20220331,20220402,157,1283,406,3,75.04,8,0.0,36.0192
1341,CA-2017-113481,20220102,20220104,52,1641,430,1,695.7,2,0.5,-27.828
1342,CA-2017-113481,20220102,20220104,52,786,430,1,15.66,5,0.7,-12.528
1343,CA-2017-113481,20220102,20220104,52,656,430,1,28.854,6,0.7,-21.1596
1344,CA-2015-131758,20200528,20200601,416,484,398,4,47.82,3,0.0,14.346
1345,CA-2015-131758,20200528,20200601,416,949,398,4,13.05,5,0.0,6.003
1346,CA-2014-118339,20190317,20190324,96,399,332,4,93.78,2,0.0,36.5742
