return_key,sales_key,date_key,product_key,customer_key,return_quantity,return_amount,return_reason_category,return_reason,return_condition,days_to_return,refund_type,defect_flag,damaged_flag,wrong_item_flag,quality_issue_flag,delivery_issue_flag,customer_comment
224,853,20260728,1,14,1,4999.0,Customer Preference,Not As Expected,Good,4,Exchange,False,False,False,False,False,Customer requested return
225,854,20260804,1,15,1,4249.15,Delivery,Damaged During Delivery,Damaged,4,Store Credit,False,True,False,False,True,Package arrived damaged
226,855,20260811,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
227,864,20261014,1,10,1,4499.1,Customer Preference,Changed Mind,Good,4,Refund,False,False,False,False,False,Customer requested return
228,865,20261021,1,11,1,9998.0,Product Quality,Battery Issue,Defective,9,Exchange,True,False,False,True,False,Battery performance below expectation
229,866,20261028,1,12,1,4999.0,Product Quality,Battery Issue,Defective,4,Store Credit,True,False,False,True,False,Battery performance below expectation
230,875,20261231,12,6,1,6473.15,Delivery,Damaged During Delivery,Damaged,9,Store Credit,False,True,False,False,True,Package arrived damaged
231,876,20260107,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
232,890,20260416,1,6,1,9998.0,Product Quality,Battery Issue,Defective,9,Store Credit,True,False,False,True,False,Battery performance below expectation
233,891,20260424,1,7,1,3749.25,Product Quality,Battery Issue,Defective,14,Refund,True,False,False,True,False,Battery performance below expectation
234,900,20260626,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
235,901,20260703,1,2,1,14997.0,Product Quality,Battery Issue,Defective,4,Exchange,True,False,False,True,False,Battery performance below expectation
236,902,20260711,1,3,1,3749.25,Product Quality,Audio Defect,Defective,14,Store Credit,True,False,False,True,False,Audio quality issue
237,903,20260718,1,4,1,4249.15,Delivery,Damaged During Delivery,Damaged,4,Refund,False,True,False,False,True,Package arrived damaged
238,912,20260919,1,13,1,4499.1,Product Quality,Audio Defect,Defective,4,Refund,True,False,False,True,False,Audio quality issue
239,913,20260927,1,14,1,3749.25,Customer Preference,Changed Mind,Good,14,Exchange,False,False,False,False,False,Customer requested return
240,914,20261004,1,15,1,4999.0,Customer Preference,Not As Expected,Good,4,Store Credit,False,False,False,False,False,Customer requested return
241,915,20261011,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
242,924,20261214,1,10,1,3749.25,Delivery,Damaged During Delivery,Damaged,14,Refund,False,True,False,False,True,Package arrived damaged
243,925,20261221,1,11,1,9998.0,Product Quality,Battery Issue,Defective,9,Exchange,True,False,False,True,False,Battery performance below expectation
244,926,20261228,1,12,1,4999.0,Product Quality,Battery Issue,Defective,4,Store Credit,True,False,False,True,False,Battery performance below expectation
245,936,20260309,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
246,950,20260616,1,6,1,9998.0,Product Quality,Battery Issue,Defective,9,Store Credit,True,False,False,True,False,Battery performance below expectation
247,951,20260623,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
248,960,20260826,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
249,961,20260902,1,2,1,4999.0,Product Quality,Battery Issue,Defective,4,Exchange,True,False,False,True,False,Battery performance below expectation
250,962,20260909,1,3,1,4999.0,Product Quality,Audio Defect,Defective,4,Store Credit,True,False,False,True,False,Audio quality issue
251,963,20260916,1,4,1,4499.1,Customer Preference,Not As Expected,Good,4,Refund,False,False,False,False,False,Customer requested return
252,972,20261119,1,13,1,4499.1,Product Quality,Audio Defect,Defective,4,Refund,True,False,False,True,False,Audio quality issue
253,973,20261126,1,14,1,4249.15,Delivery,Damaged During Delivery,Damaged,4,Exchange,False,True,False,False,True,Package arrived damaged
254,974,20261203,1,15,1,4999.0,Wrong Item,Wrong Item Delivered,Good,4,Store Credit,False,False,True,False,False,Received different product
255,975,20261210,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
256,984,20260212,1,10,1,4499.1,Customer Preference,Not As Expected,Good,4,Refund,False,False,False,False,False,Customer requested return
257,985,20260219,1,11,1,9998.0,Product Quality,Battery Issue,Defective,9,Exchange,True,False,False,True,False,Battery performance below expectation
258,986,20260226,1,12,1,14997.0,Product Quality,Battery Issue,Defective,4,Store Credit,True,False,False,True,False,Battery performance below expectation
259,996,20260508,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
260,1000,20260605,5,11,1,3998.0,Customer Preference,Not As Expected,Good,9,Exchange,False,False,False,False,False,Customer requested return
261,1010,20260815,1,6,1,9998.0,Product Quality,Battery Issue,Defective,9,Store Credit,True,False,False,True,False,Battery performance below expectation
262,1011,20260822,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
263,1020,20261025,1,1,1,14497.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
264,1021,20261101,1,2,1,4999.0,Product Quality,Battery Issue,Defective,4,Exchange,True,False,False,True,False,Battery performance below expectation
265,1022,20261108,1,3,1,4249.15,Product Quality,Audio Defect,Defective,4,Store Credit,True,False,False,True,False,Audio quality issue
266,1023,20261116,1,4,1,3749.25,Wrong Item,Wrong Item Delivered,Good,14,Refund,False,False,True,False,False,Received different product
267,1025,20261130,6,6,1,5998.0,Customer Preference,Changed Mind,Good,9,Store Credit,False,False,False,False,False,Customer requested return
268,1032,20260118,1,13,1,4499.1,Product Quality,Audio Defect,Defective,4,Refund,True,False,False,True,False,Audio quality issue
269,1033,20260125,1,14,1,4999.0,Customer Preference,Not As Expected,Good,4,Exchange,False,False,False,False,False,Customer requested return
270,1034,20260202,1,15,1,3749.25,Customer Preference,Not As Expected,Good,14,Store Credit,False,False,False,False,False,Customer requested return
271,1035,20260209,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
272,1044,20260413,1,10,1,4499.1,Wrong Item,Wrong Item Delivered,Good,4,Refund,False,False,True,False,False,Received different product
273,1045,20260421,1,11,1,8748.25,Product Quality,Battery Issue,Defective,14,Exchange,True,False,False,True,False,Battery performance below expectation
274,1046,20260428,1,12,1,4999.0,Product Quality,Battery Issue,Defective,4,Store Credit,True,False,False,True,False,Battery performance below expectation
275,1050,20260526,7,1,1,4623.15,Delivery,Damaged During Delivery,Damaged,9,Refund,False,True,False,False,True,Package arrived damaged
276,1056,20260708,1,7,1,3749.25,Product Quality,Battery Issue,Defective,14,Refund,True,False,False,True,False,Battery performance below expectation
277,1070,20261015,1,6,1,9998.0,Product Quality,Battery Issue,Defective,9,Store Credit,True,False,False,True,False,Battery performance below expectation
278,1071,20261022,1,7,1,14247.15,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
279,1075,20261119,8,11,1,55998.0,Customer Preference,Not As Expected,Good,9,Exchange,False,False,False,False,False,Customer requested return
280,1080,20261225,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
281,1081,20260101,1,2,1,4999.0,Product Quality,Battery Issue,Defective,4,Exchange,True,False,False,True,False,Battery performance below expectation
282,1082,20260108,1,3,1,4999.0,Product Quality,Audio Defect,Defective,4,Store Credit,True,False,False,True,False,Audio quality issue
283,1083,20260115,1,4,1,4499.1,Customer Preference,Not As Expected,Good,4,Refund,False,False,False,False,False,Customer requested return
284,1092,20260320,1,13,1,4249.15,Product Quality,Audio Defect,Defective,4,Refund,True,False,False,True,False,Audio quality issue
285,1093,20260327,1,14,1,4999.0,Wrong Item,Wrong Item Delivered,Good,4,Exchange,False,False,True,False,False,Received different product
286,1094,20260403,1,15,1,4999.0,Product Quality,Quality Issue,Defective,4,Store Credit,True,False,False,True,False,Quality issue
287,1095,20260410,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
288,1100,20260516,9,6,1,27998.25,Wrong Item,Wrong Item Delivered,Good,14,Store Credit,False,False,True,False,False,Received different product
289,1104,20260613,1,10,1,4499.1,Customer Preference,Not As Expected,Good,4,Refund,False,False,False,False,False,Customer requested return
290,1105,20260620,1,11,1,14997.0,Product Quality,Battery Issue,Defective,9,Exchange,True,False,False,True,False,Battery performance below expectation
291,1106,20260627,1,12,1,4249.15,Product Quality,Battery Issue,Defective,4,Store Credit,True,False,False,True,False,Battery performance below expectation
292,1116,20260906,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
293,1125,20261109,10,1,1,18998.1,Customer Preference,Not As Expected,Good,9,Refund,False,False,False,False,False,Customer requested return
294,1130,20261214,1,6,1,9998.0,Product Quality,Battery Issue,Defective,9,Store Credit,True,False,False,True,False,Battery performance below expectation
295,1131,20261221,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
296,1140,20260223,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
297,1141,20260302,1,2,1,4249.15,Product Quality,Battery Issue,Defective,4,Exchange,True,False,False,True,False,Battery performance below expectation
298,1142,20260309,1,3,1,4999.0,Product Quality,Audio Defect,Defective,4,Store Credit,True,False,False,True,False,Audio quality issue
299,1143,20260316,1,4,1,4499.1,Product Quality,Quality Issue,Defective,4,Refund,True,False,False,True,False,Quality issue
300,1150,20260505,11,11,1,15998.0,Product Quality,Quality Issue,Defective,9,Exchange,True,False,False,True,False,Quality issue
301,1152,20260519,1,13,1,4499.1,Product Quality,Audio Defect,Defective,4,Refund,True,False,False,True,False,Audio quality issue
302,1153,20260526,1,14,1,4999.0,Customer Preference,Not As Expected,Good,4,Exchange,False,False,False,False,False,Customer requested return
303,1154,20260602,1,15,1,4999.0,Customer Preference,Not As Expected,Good,4,Store Credit,False,False,False,False,False,Customer requested return
304,1155,20260610,1,1,1,8748.25,Product Quality,Battery Issue,Defective,14,Refund,True,False,False,True,False,Battery performance below expectation
305,1164,20260812,1,10,1,4499.1,Product Quality,Quality Issue,Defective,4,Refund,True,False,False,True,False,Quality issue
306,1165,20260819,1,11,1,9998.0,Product Quality,Battery Issue,Defective,9,Exchange,True,False,False,True,False,Battery performance below expectation
307,1166,20260827,1,12,1,3749.25,Product Quality,Battery Issue,Defective,14,Store Credit,True,False,False,True,False,Battery performance below expectation
308,1175,20261029,12,6,1,6998.0,Customer Preference,Not As Expected,Good,9,Store Credit,False,False,False,False,False,Customer requested return
309,1176,20261105,1,7,1,4249.15,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
310,1190,20260213,1,6,1,14247.15,Product Quality,Battery Issue,Defective,9,Store Credit,True,False,False,True,False,Battery performance below expectation
311,1191,20260220,1,7,1,4499.1,Product Quality,Battery Issue,Defective,4,Refund,True,False,False,True,False,Battery performance below expectation
312,1200,20260425,1,1,1,9498.1,Product Quality,Battery Issue,Defective,9,Refund,True,False,False,True,False,Battery performance below expectation
