sales_key,date_key,customer_key,product_key,quantity,unit_price,discount_amount,sales_amount,cost_amount,profit_amount
1647,199,53,33,2,277.21,0.0,554.43,370.66,183.76
1648,9,65,37,2,476.7,0.0,953.4,640.81,312.59
1649,197,3,36,3,501.08,75.16,1428.06,1137.74,290.32
1650,147,107,8,1,26.5,3.98,22.53,14.07,8.46
1651,256,14,31,5,505.93,0.0,2529.66,1665.16,864.51
1652,320,100,16,4,233.98,0.0,935.93,693.55,242.38
1653,352,118,17,4,246.67,0.0,986.67,762.99,223.68
1654,223,33,26,7,108.32,0.0,758.27,488.53,269.75
1655,133,92,25,4,460.12,276.07,1564.42,1127.0,437.43
1656,163,46,17,3,230.04,34.51,655.62,471.08,184.54
1657,65,60,40,3,117.59,0.0,352.77,222.9,129.87
1658,342,80,7,6,361.25,0.0,2167.47,1261.53,905.94
1659,310,38,4,4,198.35,0.0,793.4,582.57,210.82
1660,312,120,2,2,373.97,37.4,710.54,442.23,268.32
1661,120,60,33,5,289.52,72.38,1375.24,874.56,500.67
1662,118,70,17,6,214.86,0.0,1289.13,908.24,380.89
1663,313,123,18,2,123.16,0.0,246.32,146.17,100.15
1664,199,35,26,4,99.34,39.74,357.64,220.02,137.62
1665,258,68,18,4,122.2,48.88,439.91,294.93,144.98
1666,179,150,23,2,39.73,3.97,75.49,59.43,16.07
1667,162,60,3,1,292.93,0.0,292.93,222.19,70.74
1668,231,18,7,6,409.32,368.39,2087.53,1327.15,760.38
1669,297,43,38,5,163.05,40.76,774.47,489.12,285.35
1670,122,144,19,5,374.3,280.72,1590.76,1298.99,291.77
1671,296,114,7,3,362.8,0.0,1088.4,790.63,297.77
1672,90,122,15,4,212.73,0.0,850.93,625.51,225.42
1673,148,39,14,7,404.61,0.0,2832.3,1599.92,1232.38
1674,334,126,11,2,331.98,66.4,597.57,345.6,251.97
1675,349,60,12,5,18.51,4.63,87.91,55.34,32.57
1676,338,120,30,1,217.42,0.0,217.42,169.01,48.41
1677,116,133,5,1,60.67,9.1,51.57,41.04,10.53
1678,308,32,13,7,165.8,174.09,986.51,593.46,393.05
1679,342,141,19,1,389.73,0.0,389.73,289.51,100.23
1680,358,95,22,5,106.36,26.59,505.2,397.1,108.11
1681,8,110,36,4,468.66,93.73,1780.9,1402.11,378.79
1682,272,114,37,6,497.7,0.0,2986.19,2012.33,973.86
1683,364,26,12,4,16.11,3.22,61.22,37.95,23.27
1684,280,112,22,5,103.29,0.0,516.45,417.39,99.06
1685,86,32,1,7,285.74,200.02,1800.15,1124.51,675.64
1686,279,41,25,6,418.75,251.25,2261.23,1397.96,863.28
1687,39,18,7,6,347.21,208.33,1874.95,1135.35,739.6
1688,176,28,3,2,267.47,53.49,481.44,334.02,147.43
1689,229,147,27,2,140.11,0.0,280.22,162.23,117.99
1690,167,50,8,4,28.68,0.0,114.72,80.77,33.95
1691,256,59,20,5,61.85,15.46,293.81,236.46,57.35
1692,88,72,5,5,61.44,0.0,307.18,210.83,96.35
1693,222,107,30,6,252.84,75.85,1441.21,1168.31,272.9
1694,236,87,31,1,511.31,0.0,511.31,406.26,105.05
1695,232,81,23,2,38.32,0.0,76.63,58.54,18.09
1696,106,126,34,2,317.96,0.0,635.91,454.15,181.76
1697,112,75,18,4,119.98,24.0,455.93,359.17,96.76
1698,95,116,8,5,28.05,0.0,140.25,98.15,42.1
1699,169,137,7,1,420.35,21.02,399.34,241.98,157.36
1700,214,102,9,7,39.38,0.0,275.64,220.46,55.18
1701,133,6,9,3,36.81,11.04,99.38,68.13,31.24
1702,150,40,13,5,182.92,45.73,868.88,690.84,178.04
1703,105,93,9,6,43.1,12.93,245.66,161.19,84.47
1704,80,72,24,1,79.77,0.0,79.77,51.1,28.66
1705,240,43,6,7,79.57,0.0,556.99,421.54,135.45
1706,298,51,25,7,393.02,0.0,2751.17,1984.42,766.75
1707,107,12,14,7,389.66,136.38,2591.26,1732.84,858.42
1708,315,36,28,1,79.73,0.0,79.73,62.76,16.96
1709,209,118,21,3,254.82,76.45,688.02,474.37,213.65
1710,62,2,37,2,454.4,90.88,817.92,452.68,365.24
1711,134,126,18,4,107.95,0.0,431.78,318.29,113.49
1712,3,51,12,7,16.89,11.82,106.4,60.33,46.06
1713,15,122,24,6,80.22,24.07,457.24,310.88,146.36
1714,123,39,27,6,149.0,0.0,894.01,538.07,355.94
1715,166,125,18,3,114.78,17.22,327.13,201.3,125.84
1716,292,86,23,7,39.15,41.11,232.97,189.77,43.2
1717,50,128,19,7,377.8,0.0,2644.61,1535.57,1109.05
1718,307,10,13,6,157.76,0.0,946.54,714.24,232.3
1719,86,120,13,6,151.01,45.3,860.76,621.56,239.2
1720,51,41,37,5,510.73,0.0,2553.65,1538.99,1014.66
1721,256,54,28,1,88.08,4.4,83.68,67.15,16.52
1722,283,7,4,2,238.41,23.84,452.99,273.78,179.21
1723,221,144,39,6,349.12,209.47,1885.24,1299.33,585.92
1724,43,97,29,3,381.69,0.0,1145.06,874.19,270.88
1725,43,148,3,2,292.59,0.0,585.17,442.49,142.69
1726,143,86,30,7,228.64,160.05,1440.43,916.58,523.86
1727,165,24,24,4,89.33,0.0,357.31,277.49,79.82
1728,365,51,37,7,522.48,0.0,3657.34,2961.59,695.75
1729,105,66,20,2,68.81,0.0,137.61,93.3,44.31
1730,71,23,21,3,256.62,0.0,769.86,559.01,210.84
1731,346,140,13,3,162.27,0.0,486.82,315.67,171.16
1732,57,144,13,3,159.41,0.0,478.22,308.74,169.48
1733,10,85,25,4,425.02,85.0,1615.07,1093.12,521.95
1734,155,88,34,3,354.85,53.23,1011.31,610.05,401.26
1735,147,106,36,6,495.26,297.15,2674.38,1968.72,705.67
1736,227,102,31,3,449.02,134.71,1212.35,720.99,491.36
1737,321,10,25,4,455.1,0.0,1820.4,1003.77,816.63
1738,341,80,21,7,254.72,0.0,1783.05,1192.25,590.8
1739,106,117,14,4,389.66,155.86,1402.78,800.47,602.31
1740,358,121,31,1,460.41,0.0,460.41,323.14,137.27
1741,231,90,13,1,167.06,0.0,167.06,115.36,51.71
1742,26,135,11,4,372.82,0.0,1491.28,875.47,615.81
1743,343,88,35,5,36.21,9.05,171.98,106.01,65.97
1744,51,58,24,7,88.75,0.0,621.26,345.79,275.46
1745,215,67,15,1,212.8,0.0,212.8,151.16,61.63
1746,289,104,35,4,35.92,0.0,143.7,90.4,53.3
1747,92,133,39,3,303.02,90.9,818.14,607.47,210.67
1748,99,35,13,4,165.59,0.0,662.36,476.93,185.43
1749,174,45,21,4,265.36,53.07,1008.35,656.3,352.05
1750,323,98,20,3,67.38,0.0,202.14,112.36,89.78
1751,82,115,29,1,402.37,0.0,402.37,256.09,146.28
1752,243,60,39,1,307.24,0.0,307.24,195.93,111.31
1753,166,97,22,4,104.16,0.0,416.63,266.57,150.06
1754,41,2,32,2,324.46,0.0,648.92,523.96,124.96
1755,260,44,24,3,85.35,25.61,230.45,136.98,93.46
1756,304,144,36,1,507.31,0.0,507.31,316.01,191.3
1757,211,87,17,1,248.12,37.22,210.9,163.39,47.51
1758,65,131,16,1,259.96,0.0,259.96,207.91,52.05
1759,57,33,17,3,252.48,0.0,757.43,512.35,245.08
1760,155,44,40,2,107.88,10.79,204.97,142.62,62.35
1761,185,147,25,2,479.67,95.93,863.41,487.2,376.21
1762,202,150,7,3,417.27,0.0,1251.82,961.61,290.21
1763,89,132,2,3,348.44,0.0,1045.33,742.74,302.59
1764,183,48,21,1,237.38,11.87,225.51,153.2,72.31
1765,108,121,33,1,262.01,0.0,262.01,165.51,96.5
1766,251,69,20,7,69.33,24.26,461.01,308.79,152.22
1767,291,127,23,5,40.96,20.48,184.3,137.96,46.35
1768,239,128,32,1,359.57,0.0,359.57,205.6,153.96
1769,1,66,21,2,255.63,51.13,460.13,316.03,144.09
1770,363,46,37,3,436.4,0.0,1309.19,732.3,576.89
1771,9,147,26,7,100.78,70.55,634.94,481.61,153.33
1772,365,68,30,7,225.33,236.6,1340.72,813.78,526.94
1773,12,65,32,6,311.77,93.53,1777.09,1410.86,366.23
1774,189,100,26,1,92.51,13.88,78.64,53.36,25.28
1775,39,141,3,4,252.38,100.95,908.57,611.89,296.68
1776,35,20,18,4,106.38,0.0,425.54,275.45,150.09
1777,250,148,6,5,80.0,0.0,399.99,275.76,124.23
1778,266,64,21,6,254.84,0.0,1529.05,980.53,548.52
1779,44,4,6,3,75.17,0.0,225.52,145.95,79.57
1780,357,47,21,4,266.15,53.23,1011.38,609.68,401.7
1781,117,70,14,2,420.66,0.0,841.32,541.14,300.18
1782,117,102,1,2,282.33,28.23,536.43,412.6,123.83
1783,109,85,5,3,58.07,0.0,174.22,107.38,66.84
1784,169,21,21,6,273.75,0.0,1642.47,1267.57,374.91
1785,65,74,4,4,227.12,0.0,908.47,710.93,197.54
1786,156,35,35,5,35.92,26.94,152.67,111.44,41.24
1787,77,41,31,5,472.32,0.0,2361.62,1318.45,1043.16
1788,19,107,29,3,376.71,0.0,1130.13,792.76,337.37
1789,135,121,7,7,380.78,0.0,2665.45,2065.59,599.86
1790,246,24,32,1,330.11,49.52,280.6,182.04,98.56
1791,279,91,26,7,95.83,0.0,670.79,420.16,250.63
1792,129,64,16,1,235.35,11.77,223.58,142.37,81.21
1793,119,51,1,3,264.72,0.0,794.15,527.5,266.65
1794,288,107,22,6,98.98,0.0,593.85,337.87,255.98
1795,249,38,32,5,337.19,84.3,1601.65,983.69,617.96
1796,304,115,2,3,325.67,48.85,928.15,672.61,255.55
1797,331,61,3,7,262.52,91.88,1745.76,1182.88,562.89
1798,300,15,16,1,236.37,0.0,236.37,145.79,90.58
1799,342,119,21,5,271.82,203.86,1155.23,925.73,229.5
1800,153,128,19,4,352.68,70.54,1340.18,844.04,496.14
1801,145,85,18,2,101.91,30.57,173.25,101.34,71.91
1802,118,109,11,7,326.81,0.0,2287.65,1381.34,906.31
1803,86,23,3,6,271.04,0.0,1626.23,1024.65,601.58
1804,274,51,2,1,331.36,0.0,331.36,229.0,102.36
1805,261,53,4,1,217.34,21.73,195.61,111.09,84.52
1806,293,115,28,1,83.19,4.16,79.03,61.71,17.32
1807,62,53,32,3,366.43,0.0,1099.28,865.05,234.24
1808,180,110,18,3,116.55,0.0,349.66,222.37,127.29
1809,82,47,4,6,197.17,0.0,1183.01,898.3,284.71
1810,326,91,17,5,231.85,0.0,1159.26,825.3,333.96
1811,98,32,40,1,119.56,11.96,107.6,83.74,23.86
1812,53,84,10,4,432.02,0.0,1728.09,1079.68,648.41
1813,209,13,20,6,70.48,0.0,422.87,302.26,120.62
1814,321,111,22,7,97.99,0.0,685.96,390.74,295.22
1815,335,5,14,3,353.81,0.0,1061.43,586.5,474.94
1816,36,150,18,1,107.2,16.08,91.12,71.63,19.48
1817,119,126,19,2,394.52,0.0,789.05,496.73,292.32
1818,57,87,19,3,400.74,120.22,1082.0,725.22,356.78
1819,113,137,29,4,398.73,79.75,1515.17,928.16,587.01
1820,195,122,24,3,81.44,12.22,232.11,182.61,49.5
1821,103,22,3,1,285.78,0.0,285.78,186.85,98.93
1822,25,112,1,3,253.64,38.05,722.86,432.53,290.33
1823,187,57,17,3,232.03,34.8,661.29,472.27,189.02
1824,20,129,37,4,497.75,0.0,1991.01,1205.51,785.5
1825,83,130,2,1,386.52,38.65,347.86,215.81,132.05
1826,1,144,3,6,267.9,0.0,1607.42,1176.07,431.34
1827,32,68,28,3,81.91,0.0,245.72,198.79,46.94
1828,160,29,19,3,344.45,0.0,1033.36,778.95,254.42
1829,311,19,10,7,444.97,155.74,2959.05,1726.66,1232.39
1830,283,25,9,6,36.84,0.0,221.04,140.23,80.81
1831,37,149,27,1,160.77,0.0,160.77,122.99,37.78
1832,13,88,21,2,236.13,0.0,472.27,294.83,177.44
1833,124,53,26,1,104.12,0.0,104.12,78.07,26.05
1834,239,68,12,4,16.27,0.0,65.08,44.08,21.0
1835,273,26,22,3,96.96,29.09,261.8,206.51,55.29
1836,301,86,35,3,33.09,0.0,99.28,64.23,35.05
1837,125,64,13,4,163.02,97.81,554.26,444.7,109.56
1838,62,120,16,4,244.63,48.93,929.61,613.55,316.06
1839,10,4,7,1,394.55,39.45,355.09,264.93,90.16
1840,54,140,26,1,109.28,10.93,98.35,59.27,39.07
1841,24,10,2,6,341.52,0.0,2049.1,1420.67,628.43
1842,315,63,10,7,461.45,161.51,3068.66,1944.72,1123.94
1843,98,52,29,6,401.61,0.0,2409.64,1333.58,1076.06
1844,301,108,1,7,257.29,0.0,1801.02,1203.19,597.82
1845,202,99,40,4,121.17,0.0,484.7,289.16,195.54
1846,197,30,17,6,259.25,77.78,1477.74,1195.22,282.52
1847,166,74,16,7,259.21,181.45,1633.03,1254.69,378.34
1848,300,81,22,7,98.79,0.0,691.53,518.42,173.11
1849,16,70,26,2,104.89,10.49,199.3,134.01,65.29
1850,34,4,19,2,363.49,0.0,726.99,450.7,276.29
1851,155,27,36,3,485.33,0.0,1455.99,928.31,527.68
1852,144,76,39,4,350.06,0.0,1400.25,847.4,552.85
1853,200,40,9,7,38.36,13.43,255.08,178.31,76.78
1854,270,82,29,3,393.49,0.0,1180.47,907.83,272.64
1855,215,25,13,6,166.55,0.0,999.29,600.17,399.12
1856,94,111,40,7,105.63,0.0,739.42,407.59,331.83
1857,120,29,11,7,366.67,128.33,2438.36,1423.79,1014.57
1858,275,98,12,2,18.04,3.61,32.47,21.9,10.57
1859,74,126,29,2,376.85,0.0,753.7,418.32,335.38
1860,185,54,32,2,359.95,36.0,683.91,450.62,233.29
1861,197,21,6,6,74.09,22.23,422.32,244.95,177.37
1862,274,1,23,5,40.68,0.0,203.39,117.78,85.61
1863,261,55,14,3,396.64,0.0,1189.91,883.39,306.51
1864,170,18,25,1,463.1,46.31,416.79,341.71,75.08
1865,113,133,23,4,35.86,0.0,143.45,86.43,57.02
1866,135,146,40,6,111.71,0.0,670.27,410.2,260.07
1867,151,148,38,4,161.13,64.45,580.06,365.46,214.6
1868,81,139,27,2,136.54,27.31,245.76,187.27,58.5
1869,229,89,28,5,80.4,20.1,381.91,262.21,119.69
1870,77,49,36,5,502.76,251.38,2262.42,1592.93,669.49
1871,237,67,8,5,28.28,0.0,141.38,98.62,42.76
1872,275,39,30,7,247.29,173.1,1557.93,1251.16,306.77
1873,352,127,31,3,495.29,0.0,1485.88,831.22,654.66
1874,44,66,6,5,82.94,41.47,373.24,221.2,152.04
1875,278,58,36,6,475.9,0.0,2855.43,1865.08,990.35
1876,32,104,28,2,84.01,0.0,168.03,114.56,53.47
1877,124,57,14,2,412.0,0.0,823.99,478.55,345.45
1878,65,54,20,1,67.58,6.76,60.82,48.12,12.7
1879,60,35,20,3,59.79,0.0,179.36,131.48,47.89
1880,65,11,37,1,466.13,46.61,419.52,336.33,83.19
1881,17,6,39,6,323.09,0.0,1938.52,1558.6,379.92
1882,301,61,33,1,286.62,0.0,286.62,197.3,89.31
1883,23,150,27,5,151.32,37.83,718.75,560.85,157.9
1884,146,40,5,5,59.56,0.0,297.8,223.03,74.77
1885,256,97,37,7,511.2,178.92,3399.5,2200.62,1198.88
1886,362,49,6,3,72.56,32.65,185.02,134.6,50.42
1887,312,46,7,3,392.64,58.9,1119.03,903.33,215.7
1888,51,25,3,2,274.3,0.0,548.6,414.89,133.7
1889,361,85,38,4,140.81,0.0,563.22,417.65,145.57
1890,239,99,20,2,64.83,12.97,116.69,71.17,45.52
1891,66,53,10,1,458.16,22.91,435.25,337.06,98.19
1892,164,79,4,7,231.38,161.97,1457.72,955.11,502.61
1893,336,72,17,5,235.66,0.0,1178.32,846.63,331.7
1894,144,41,29,1,340.58,17.03,323.55,237.16,86.39
1895,68,104,40,5,112.64,0.0,563.21,388.12,175.09
1896,320,84,23,3,40.11,6.02,114.31,67.98,46.33
1897,348,10,25,2,442.85,88.57,797.13,588.53,208.6
1898,357,74,34,4,321.39,128.55,1156.99,713.58,443.41
1899,349,59,37,6,519.19,0.0,3115.12,1936.51,1178.61
1900,319,120,12,1,15.87,1.59,14.28,8.34,5.94
1901,166,46,40,3,109.02,0.0,327.06,234.63,92.43
1902,71,144,21,7,257.74,0.0,1804.15,1049.47,754.67
1903,226,93,38,3,156.02,23.4,444.65,286.0,158.65
1904,81,20,5,1,60.22,0.0,60.22,47.58,12.64
1905,173,61,4,4,198.37,0.0,793.46,533.47,260.0
1906,240,133,36,5,503.88,125.97,2393.41,1894.42,498.99
1907,346,39,27,7,156.63,54.82,1041.56,711.42,330.14
1908,106,106,8,5,29.09,7.27,138.18,82.67,55.51
1909,92,118,36,1,514.2,0.0,514.2,388.17,126.03
1910,269,104,5,6,59.56,17.87,339.49,219.12,120.37
1911,3,14,28,6,76.9,0.0,461.38,374.15,87.23
1912,207,57,9,5,38.87,0.0,194.33,120.63,73.69
1913,273,53,3,7,294.87,0.0,2064.07,1593.42,470.65
1914,202,52,33,6,278.08,83.42,1585.05,1083.13,501.92
1915,141,132,34,2,336.05,0.0,672.1,522.48,149.63
1916,303,1,5,3,61.12,0.0,183.36,109.91,73.45
1917,136,81,4,4,233.86,93.54,841.89,607.08,234.81
1918,260,148,25,4,456.49,182.6,1643.38,954.08,689.3
1919,170,132,2,5,380.39,95.1,1806.86,1386.75,420.12
1920,10,91,30,5,213.2,106.6,959.39,588.71,370.68
1921,194,150,37,1,503.53,75.53,428.0,284.81,143.19
1922,19,61,31,4,516.68,103.34,1963.39,1427.61,535.78
1923,340,92,10,1,412.82,0.0,412.82,280.35,132.47
1924,220,82,8,4,25.47,5.09,96.78,73.58,23.2
1925,136,8,28,3,86.8,26.04,234.35,172.43,61.91
1926,178,7,3,2,272.29,27.23,517.35,302.76,214.59
1927,227,135,22,7,89.37,0.0,625.61,474.74,150.88
1928,95,27,18,2,107.79,21.56,194.02,128.9,65.13
1929,106,54,30,1,222.91,22.29,200.62,142.72,57.9
1930,153,94,9,3,38.92,0.0,116.77,71.05,45.72
1931,95,87,31,6,508.37,457.53,2592.66,1722.14,870.53
1932,277,78,28,1,84.63,4.23,80.4,61.96,18.44
1933,38,147,10,4,475.07,190.03,1710.26,1368.36,341.9
1934,302,119,15,3,196.37,58.91,530.21,425.99,104.21
1935,128,142,3,7,267.27,0.0,1870.88,1382.63,488.26
1936,205,99,18,1,108.92,10.89,98.02,56.0,42.02
1937,58,147,11,1,381.53,0.0,381.53,255.44,126.09
1938,141,91,5,4,61.55,24.62,221.58,133.42,88.16
1939,276,82,23,2,36.99,7.4,66.59,49.16,17.42
1940,99,123,23,5,41.12,20.56,185.05,109.84,75.21
1941,49,131,4,2,196.44,39.29,353.6,287.81,65.79
1942,191,11,8,4,26.02,10.41,93.68,56.44,37.24
1943,60,137,4,1,229.54,0.0,229.54,129.51,100.03
1944,115,104,28,5,79.68,0.0,398.41,309.87,88.54
1945,165,135,14,4,417.64,0.0,1670.56,1010.05,660.52
1946,206,108,3,1,255.93,25.59,230.34,128.18,102.16
1947,234,140,8,2,28.56,2.86,54.26,37.87,16.39
1948,247,42,40,1,106.19,5.31,100.88,81.89,19.0
1949,309,29,11,1,334.85,0.0,334.85,208.35,126.5
1950,25,30,28,5,81.09,20.27,385.16,254.34,130.82
1951,133,38,19,3,397.34,0.0,1192.03,731.95,460.08
1952,1,33,8,6,27.42,24.68,139.86,97.99,41.87
1953,4,67,13,2,170.83,34.17,307.5,195.92,111.58
1954,78,30,1,6,242.22,0.0,1453.33,1031.38,421.95
1955,219,24,30,5,210.55,105.28,947.5,643.41,304.08
1956,327,79,14,5,351.85,0.0,1759.23,1408.8,350.43
1957,283,120,20,6,69.11,0.0,414.66,303.08,111.58
1958,236,21,7,5,363.54,90.88,1726.8,1267.99,458.81
1959,285,77,33,6,263.39,79.02,1501.31,1022.91,478.4
1960,63,99,9,6,41.26,0.0,247.53,156.4,91.13
1961,307,106,23,4,38.2,0.0,152.8,96.99,55.81
1962,325,16,35,6,33.99,0.0,203.92,139.91,64.02
1963,35,111,29,6,334.89,0.0,2009.31,1209.24,800.08
1964,172,5,25,6,432.23,0.0,2593.36,1519.07,1074.29
1965,303,36,36,5,498.82,0.0,2494.08,1622.49,871.58
1966,174,48,8,1,25.53,2.55,22.98,13.45,9.53
1967,307,128,39,4,333.05,0.0,1332.19,815.71,516.48
1968,342,29,23,1,33.93,0.0,33.93,23.56,10.37
1969,174,118,17,1,256.9,0.0,256.9,196.1,60.8
1970,22,149,11,3,388.52,0.0,1165.56,711.8,453.77
1971,125,144,30,4,208.05,83.22,748.99,572.04,176.95
1972,79,46,40,4,111.98,0.0,447.9,248.23,199.68
1973,174,15,28,7,80.56,0.0,563.94,461.98,101.96
1974,214,34,2,6,377.54,226.52,2038.71,1405.84,632.87
1975,170,116,19,3,367.85,110.35,993.19,673.87,319.32
1976,72,30,30,3,236.19,0.0,708.57,514.17,194.4
1977,110,97,16,5,227.95,0.0,1139.73,773.08,366.65
1978,249,57,31,2,432.68,86.54,778.83,514.16,264.67
1979,10,116,29,7,386.04,135.11,2567.16,1669.08,898.08
1980,79,91,3,6,277.75,166.65,1499.83,1220.88,278.95
1981,326,88,23,5,40.07,0.0,200.33,156.78,43.55
1982,37,118,7,2,410.19,82.04,738.34,506.24,232.1
1983,152,144,20,5,66.66,0.0,333.3,258.59,74.71
1984,76,55,16,6,244.23,0.0,1465.36,864.93,600.42
1985,39,80,33,1,295.31,29.53,265.78,184.17,81.61
1986,155,94,35,2,36.69,3.67,69.71,46.82,22.9
1987,191,124,19,4,392.78,0.0,1571.13,1001.94,569.19
1988,65,73,22,3,107.09,0.0,321.27,256.37,64.9
1989,29,57,26,5,98.49,49.25,443.22,343.4,99.83
1990,50,127,27,3,156.52,0.0,469.55,373.25,96.3
1991,238,143,26,7,104.21,0.0,729.46,526.31,203.15
1992,315,86,32,3,315.22,0.0,945.67,616.18,329.49
1993,66,16,40,3,116.01,0.0,348.04,262.54,85.5
1994,117,44,34,1,328.67,32.87,295.8,171.36,124.44
1995,126,70,6,2,75.38,0.0,150.76,117.65,33.12
1996,132,106,20,2,60.8,0.0,121.61,67.83,53.78
1997,90,101,19,6,382.73,114.82,2181.59,1681.82,499.76
1998,21,124,21,3,271.35,0.0,814.05,602.45,211.6
1999,192,5,22,2,98.06,9.81,186.31,106.92,79.39
2000,131,70,29,3,346.22,0.0,1038.65,612.48,426.17
2001,125,106,17,4,240.22,96.09,864.79,581.26,283.52
2002,97,149,11,6,327.93,196.76,1770.84,1117.34,653.5
2003,340,22,19,7,353.15,247.21,2224.86,1744.67,480.19
2004,223,132,35,1,33.72,0.0,33.72,20.3,13.42
2005,153,2,13,6,179.1,107.46,967.12,640.83,326.3
2006,75,30,1,3,264.02,39.6,752.46,466.77,285.69
2007,293,128,40,6,115.15,0.0,690.92,403.73,287.19
2008,325,119,8,1,28.98,0.0,28.98,17.97,11.01
2009,12,146,25,5,430.14,0.0,2150.72,1682.29,468.43
2010,340,91,33,7,293.65,0.0,2055.57,1527.67,527.9
2011,256,93,11,1,330.52,0.0,330.52,263.38,67.15
2012,37,81,14,6,374.8,224.88,2023.9,1334.61,689.29
2013,275,77,12,1,15.66,2.35,13.31,8.19,5.13
2014,40,78,6,7,77.06,0.0,539.43,300.52,238.91
2015,19,44,7,6,418.83,251.3,2261.67,1546.29,715.38
2016,43,129,8,7,27.81,9.73,184.93,103.69,81.23
2017,168,54,19,7,374.08,0.0,2618.53,1443.21,1175.31
2018,227,92,22,3,93.11,41.9,237.42,169.34,68.08
2019,149,101,1,3,291.71,43.76,831.37,494.25,337.12
2020,45,81,34,5,331.57,82.89,1574.95,1104.26,470.69
2021,73,92,28,2,78.16,0.0,156.31,110.18,46.14
2022,312,8,3,3,297.65,0.0,892.96,665.65,227.32
2023,352,48,34,1,328.34,32.83,295.51,193.1,102.41
2024,276,68,2,7,344.29,0.0,2410.06,1784.39,625.67
2025,38,60,23,2,34.07,0.0,68.15,44.22,23.93
2026,300,137,19,3,341.4,0.0,1024.2,590.35,433.85
2027,253,135,21,4,277.16,0.0,1108.63,702.54,406.09
2028,193,107,39,3,318.62,0.0,955.85,527.67,428.18
2029,53,53,38,6,162.48,97.49,877.37,592.11,285.27
2030,364,8,12,7,15.62,0.0,109.37,82.02,27.36
2031,162,114,24,5,86.43,43.22,388.94,296.33,92.61
2032,17,133,39,6,333.79,100.14,1902.6,1165.66,736.94
2033,77,74,30,1,236.64,0.0,236.64,136.9,99.74
2034,147,125,36,7,478.91,0.0,3352.4,2011.66,1340.74
2035,23,140,18,1,114.81,0.0,114.81,93.64,21.17
2036,119,83,12,1,17.69,1.77,15.92,10.1,5.82
2037,171,32,21,1,279.98,28.0,251.98,167.8,84.19
2038,347,4,33,2,263.8,0.0,527.59,300.95,226.64
2039,32,114,38,6,147.73,88.64,797.72,608.76,188.96
2040,211,85,28,3,84.2,25.26,227.35,152.57,74.78
2041,335,24,29,6,357.93,0.0,2147.56,1231.84,915.73
2042,295,9,21,3,244.25,36.64,696.11,471.75,224.36
2043,338,146,13,1,181.85,18.18,163.66,121.53,42.13
2044,63,49,17,4,223.02,89.21,802.86,544.11,258.74
2045,293,50,20,2,61.49,0.0,122.97,99.8,23.18
2046,358,95,33,3,279.2,0.0,837.59,657.8,179.79
2047,120,55,23,4,34.39,0.0,137.57,94.79,42.79
2048,183,137,32,6,305.77,0.0,1834.64,1474.94,359.71
2049,194,103,2,5,322.56,0.0,1612.82,1240.38,372.44
2050,181,54,31,2,437.05,43.7,830.39,539.28,291.11
2051,106,40,21,6,257.32,0.0,1543.92,1170.73,373.2
2052,355,130,40,5,120.37,0.0,601.83,413.2,188.62
2053,350,89,19,2,353.34,35.33,671.35,466.97,204.39
2054,139,138,20,6,64.02,0.0,384.1,265.25,118.85
2055,294,52,6,6,77.66,0.0,465.96,357.39,108.57
2056,146,4,33,5,261.93,130.97,1178.69,940.61,238.08
2057,291,135,29,3,366.72,110.02,990.15,630.01,360.15
2058,214,36,35,3,33.82,0.0,101.46,73.39,28.07
2059,172,127,4,4,210.69,84.28,758.5,545.87,212.63
2060,47,107,9,2,39.47,7.89,71.04,56.1,14.95
2061,239,35,36,3,429.52,64.43,1224.14,821.09,403.05
2062,118,114,2,1,380.68,57.1,323.57,194.58,129.0
2063,80,13,21,2,285.94,0.0,571.87,345.89,225.98
2064,71,59,17,6,254.74,0.0,1528.42,861.79,666.63
2065,359,54,38,1,134.21,13.42,120.79,69.72,51.07
2066,38,99,35,4,36.34,0.0,145.37,91.78,53.59
2067,292,81,36,4,483.03,0.0,1932.12,1116.17,815.95
2068,317,92,12,1,15.66,0.0,15.66,12.3,3.36
2069,12,72,24,6,91.79,0.0,550.72,356.72,193.99
2070,216,111,29,7,392.28,0.0,2745.93,1783.44,962.49
2071,211,25,39,5,297.04,0.0,1485.21,1120.63,364.58
2072,131,108,1,5,293.48,220.11,1247.29,787.49,459.8
2073,244,8,40,2,104.49,0.0,208.97,155.29,53.69
2074,150,13,15,6,215.56,129.34,1164.05,898.71,265.34
2075,161,109,6,6,70.94,0.0,425.65,275.5,150.15
2076,158,24,25,4,406.08,0.0,1624.32,1102.93,521.39
2077,293,116,32,5,368.75,184.37,1659.36,1057.01,602.34
2078,232,20,6,7,77.23,0.0,540.63,359.11,181.51
2079,139,23,2,5,336.36,0.0,1681.78,1188.69,493.1
2080,339,140,36,2,502.39,100.48,904.3,582.73,321.57
2081,293,27,38,3,160.1,0.0,480.31,324.36,155.95
2082,341,138,7,2,415.78,0.0,831.57,568.78,262.79
2083,267,53,37,3,520.34,234.15,1326.86,738.55,588.31
2084,143,120,37,7,517.71,0.0,3623.99,2153.32,1470.67
2085,283,141,40,2,116.07,11.61,220.53,153.52,67.0
2086,121,18,9,7,39.1,0.0,273.67,150.72,122.96
2087,99,50,24,2,91.66,0.0,183.33,135.69,47.64
