sales_key,order_id,order_line_id,date_key,product_key,customer_key,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,total_cost,profit,profit_margin_pct,shipping_cost,delivery_days,promised_delivery_days,delivery_delay_days,stock_level_at_sale,promotion_name,sales_channel
170,ORD000170,1,20260421,1,6,3,4999.0,0.0,14997.0,14997.0,1800.0,5400.0,9597.0,63.99,80,3,3,0,25,No Promotion,Marketplace
171,ORD000171,1,20260428,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,2,Welcome Offer 10%,Marketplace
172,ORD000172,1,20260505,5,8,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
173,ORD000173,1,20260512,6,9,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
174,ORD000174,1,20260519,7,10,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
175,ORD000175,1,20260526,8,11,2,27999.0,4199.85,55998.0,51798.15,15000.0,30000.0,21798.15,42.08,80,6,3,3,25,Festive Offer 15%,Marketplace
176,ORD000176,1,20260603,9,12,1,15999.0,3999.75,15999.0,11999.25,8500.0,8500.0,3499.25,29.16,80,3,3,0,8,Mega Sale 25%,Online
177,ORD000177,1,20260610,10,13,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
178,ORD000178,1,20260617,11,14,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
179,ORD000179,1,20260624,12,15,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
180,ORD000180,1,20260701,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,180,3,3,0,25,Welcome Offer 10%,Online
181,ORD000181,1,20260708,1,2,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
182,ORD000182,1,20260715,1,3,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,8,3,5,25,Festive Offer 15%,Marketplace
183,ORD000183,1,20260722,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
184,ORD000184,1,20260729,5,5,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
185,ORD000185,1,20260805,6,6,2,2999.0,0.0,5998.0,5998.0,1100.0,2200.0,3798.0,63.32,80,3,3,0,25,No Promotion,Mobile App
186,ORD000186,1,20260812,7,7,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
187,ORD000187,1,20260820,8,8,3,27999.0,6999.75,83997.0,76997.25,15000.0,45000.0,31997.25,41.56,80,3,3,0,8,Mega Sale 25%,Marketplace
188,ORD000188,1,20260827,9,9,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
189,ORD000189,1,20260903,10,10,1,9999.0,1499.85,9999.0,8499.15,4200.0,4200.0,4299.15,50.58,180,6,3,3,25,Festive Offer 15%,Mobile App
190,ORD000190,1,20260910,11,11,2,7999.0,0.0,15998.0,15998.0,4800.0,9600.0,6398.0,39.99,80,3,3,0,2,No Promotion,Marketplace
191,ORD000191,1,20260917,12,12,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
192,ORD000192,1,20260924,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Online
193,ORD000193,1,20261001,1,14,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
194,ORD000194,1,20261008,1,15,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
195,ORD000195,1,20261015,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,80,8,3,5,25,Welcome Offer 10%,Marketplace
196,ORD000196,1,20261022,5,2,1,1999.0,299.85,1999.0,1699.15,700.0,700.0,999.15,58.8,80,6,3,3,25,Festive Offer 15%,Online
197,ORD000197,1,20261029,6,3,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
198,ORD000198,1,20261106,7,4,1,2499.0,624.75,2499.0,1874.25,900.0,900.0,974.25,51.98,180,3,3,0,8,Mega Sale 25%,Marketplace
199,ORD000199,1,20261113,8,5,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
200,ORD000200,1,20261120,9,6,2,15999.0,0.0,31998.0,31998.0,8500.0,17000.0,14998.0,46.87,80,3,3,0,25,No Promotion,Online
201,ORD000201,1,20261127,10,7,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
202,ORD000202,1,20261204,11,8,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
203,ORD000203,1,20261211,12,9,1,3499.0,524.85,3499.0,2974.15,1600.0,1600.0,1374.15,46.2,80,6,3,3,25,Festive Offer 15%,Marketplace
204,ORD000204,1,20261218,1,10,3,4999.0,499.9,14997.0,14497.1,1800.0,5400.0,9097.1,62.75,80,3,3,0,25,Welcome Offer 10%,Online
205,ORD000205,1,20261225,1,11,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Mobile App
206,ORD000206,1,20260101,1,12,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
207,ORD000207,1,20260108,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Marketplace
208,ORD000208,1,20260115,5,14,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,8,3,5,25,No Promotion,Online
209,ORD000209,1,20260123,6,15,1,2999.0,749.75,2999.0,2249.25,1100.0,1100.0,1149.25,51.09,80,3,3,0,2,Mega Sale 25%,Mobile App
210,ORD000210,1,20260130,7,1,2,2499.0,374.85,4998.0,4623.15,900.0,1800.0,2823.15,61.07,80,6,3,3,25,Festive Offer 15%,Marketplace
211,ORD000211,1,20260206,8,2,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
212,ORD000212,1,20260213,9,3,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
213,ORD000213,1,20260220,10,4,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
214,ORD000214,1,20260227,11,5,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
215,ORD000215,1,20260306,12,6,2,3499.0,0.0,6998.0,6998.0,1600.0,3200.0,3798.0,54.27,80,3,3,0,25,No Promotion,Marketplace
216,ORD000216,1,20260313,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Online
217,ORD000217,1,20260320,1,8,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,25,Festive Offer 15%,Mobile App
218,ORD000218,1,20260327,1,9,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
219,ORD000219,1,20260403,1,10,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
220,ORD000220,1,20260411,5,11,2,1999.0,499.75,3998.0,3498.25,700.0,1400.0,2098.25,59.98,80,3,3,0,8,Mega Sale 25%,Online
221,ORD000221,1,20260418,6,12,3,2999.0,0.0,8997.0,8997.0,1100.0,3300.0,5697.0,63.32,80,8,3,5,25,No Promotion,Mobile App
222,ORD000222,1,20260425,7,13,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
223,ORD000223,1,20260502,8,14,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
224,ORD000224,1,20260509,9,15,1,15999.0,2399.85,15999.0,13599.15,8500.0,8500.0,5099.15,37.5,80,6,3,3,25,Festive Offer 15%,Online
225,ORD000225,1,20260516,10,1,2,9999.0,999.9,19998.0,18998.1,4200.0,8400.0,10598.1,55.79,180,3,3,0,25,Welcome Offer 10%,Mobile App
226,ORD000226,1,20260523,11,2,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
227,ORD000227,1,20260530,12,3,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
228,ORD000228,1,20260606,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,2,Welcome Offer 10%,Online
229,ORD000229,1,20260613,1,5,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
230,ORD000230,1,20260620,1,6,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Marketplace
231,ORD000231,1,20260628,1,7,1,4999.0,1249.75,4999.0,3749.25,1800.0,1800.0,1949.25,51.99,80,6,3,3,8,Mega Sale 25%,Marketplace
232,ORD000232,1,20260705,5,8,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
233,ORD000233,1,20260712,6,9,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
234,ORD000234,1,20260719,7,10,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,180,8,3,5,25,Welcome Offer 10%,Marketplace
235,ORD000235,1,20260726,8,11,2,27999.0,0.0,55998.0,55998.0,15000.0,30000.0,25998.0,46.43,80,3,3,0,25,No Promotion,Marketplace
236,ORD000236,1,20260802,9,12,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
237,ORD000237,1,20260809,10,13,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
238,ORD000238,1,20260816,11,14,3,7999.0,1199.85,23997.0,22797.15,4800.0,14400.0,8397.15,36.83,80,6,3,3,25,Festive Offer 15%,Marketplace
239,ORD000239,1,20260823,12,15,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
240,ORD000240,1,20260830,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,80,3,3,0,25,Welcome Offer 10%,Online
241,ORD000241,1,20260906,1,2,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
242,ORD000242,1,20260914,1,3,1,4999.0,1249.75,4999.0,3749.25,1800.0,1800.0,1949.25,51.99,80,3,3,0,8,Mega Sale 25%,Marketplace
243,ORD000243,1,20260921,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Marketplace
244,ORD000244,1,20260928,5,5,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
245,ORD000245,1,20261005,6,6,2,2999.0,449.85,5998.0,5548.15,1100.0,2200.0,3348.15,60.35,80,6,3,3,25,Festive Offer 15%,Mobile App
246,ORD000246,1,20261012,7,7,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
247,ORD000247,1,20261019,8,8,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,8,3,5,2,No Promotion,Marketplace
248,ORD000248,1,20261026,9,9,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
249,ORD000249,1,20261102,10,10,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
250,ORD000250,1,20261109,11,11,2,7999.0,0.0,15998.0,15998.0,4800.0,9600.0,6398.0,39.99,80,3,3,0,25,No Promotion,Marketplace
251,ORD000251,1,20261116,12,12,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
252,ORD000252,1,20261123,1,13,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,180,6,3,3,25,Festive Offer 15%,Online
253,ORD000253,1,20261201,1,14,1,4999.0,1249.75,4999.0,3749.25,1800.0,1800.0,1949.25,51.99,80,3,3,0,8,Mega Sale 25%,Mobile App
254,ORD000254,1,20261208,1,15,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
255,ORD000255,1,20261215,1,1,3,4999.0,499.9,14997.0,14497.1,1800.0,5400.0,9097.1,62.75,80,3,3,0,25,Welcome Offer 10%,Marketplace
256,ORD000256,1,20261222,5,2,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
257,ORD000257,1,20261229,6,3,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
258,ORD000258,1,20260105,7,4,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
259,ORD000259,1,20260112,8,5,1,27999.0,4199.85,27999.0,23799.15,15000.0,15000.0,8799.15,36.97,80,6,3,3,25,Festive Offer 15%,Marketplace
260,ORD000260,1,20260119,9,6,2,15999.0,0.0,31998.0,31998.0,8500.0,17000.0,14998.0,46.87,80,8,3,5,25,No Promotion,Online
261,ORD000261,1,20260126,10,7,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,180,3,3,0,25,Welcome Offer 10%,Mobile App
262,ORD000262,1,20260202,11,8,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
263,ORD000263,1,20260209,12,9,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
264,ORD000264,1,20260217,1,10,1,4999.0,1249.75,4999.0,3749.25,1800.0,1800.0,1949.25,51.99,80,3,3,0,8,Mega Sale 25%,Online
265,ORD000265,1,20260224,1,11,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Mobile App
266,ORD000266,1,20260303,1,12,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,2,Festive Offer 15%,Marketplace
267,ORD000267,1,20260310,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
268,ORD000268,1,20260317,5,14,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
269,ORD000269,1,20260324,6,15,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
270,ORD000270,1,20260331,7,1,2,2499.0,249.9,4998.0,4748.1,900.0,1800.0,2948.1,62.09,180,3,3,0,25,Welcome Offer 10%,Marketplace
271,ORD000271,1,20260407,8,2,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
272,ORD000272,1,20260414,9,3,3,15999.0,0.0,47997.0,47997.0,8500.0,25500.0,22497.0,46.87,80,3,3,0,25,No Promotion,Online
273,ORD000273,1,20260421,10,4,1,9999.0,1499.85,9999.0,8499.15,4200.0,4200.0,4299.15,50.58,80,8,3,5,25,Festive Offer 15%,Mobile App
274,ORD000274,1,20260428,11,5,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
275,ORD000275,1,20260506,12,6,2,3499.0,874.75,6998.0,6123.25,1600.0,3200.0,2923.25,47.74,80,3,3,0,8,Mega Sale 25%,Marketplace
276,ORD000276,1,20260513,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Online
277,ORD000277,1,20260520,1,8,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
278,ORD000278,1,20260527,1,9,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
279,ORD000279,1,20260603,1,10,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Marketplace
280,ORD000280,1,20260610,5,11,2,1999.0,299.85,3998.0,3698.15,700.0,1400.0,2298.15,62.14,80,6,3,3,25,Festive Offer 15%,Online
281,ORD000281,1,20260617,6,12,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
282,ORD000282,1,20260624,7,13,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
283,ORD000283,1,20260701,8,14,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
284,ORD000284,1,20260708,9,15,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
285,ORD000285,1,20260715,10,1,2,9999.0,999.9,19998.0,18998.1,4200.0,8400.0,10598.1,55.79,80,3,3,0,2,Welcome Offer 10%,Mobile App
286,ORD000286,1,20260723,11,2,1,7999.0,1999.75,7999.0,5999.25,4800.0,4800.0,1199.25,19.99,80,8,3,5,8,Mega Sale 25%,Marketplace
287,ORD000287,1,20260730,12,3,1,3499.0,524.85,3499.0,2974.15,1600.0,1600.0,1374.15,46.2,80,6,3,3,25,Festive Offer 15%,Marketplace
288,ORD000288,1,20260806,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Online
289,ORD000289,1,20260813,1,5,3,4999.0,0.0,14997.0,14997.0,1800.0,5400.0,9597.0,63.99,80,3,3,0,25,No Promotion,Mobile App
290,ORD000290,1,20260820,1,6,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,3,3,0,25,No Promotion,Marketplace
291,ORD000291,1,20260827,1,7,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
292,ORD000292,1,20260903,5,8,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
293,ORD000293,1,20260910,6,9,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
294,ORD000294,1,20260917,7,10,1,2499.0,374.85,2499.0,2124.15,900.0,900.0,1224.15,57.63,80,6,3,3,25,Festive Offer 15%,Marketplace
295,ORD000295,1,20260924,8,11,2,27999.0,0.0,55998.0,55998.0,15000.0,30000.0,25998.0,46.43,80,3,3,0,25,No Promotion,Marketplace
296,ORD000296,1,20261001,9,12,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
297,ORD000297,1,20261009,10,13,1,9999.0,2499.75,9999.0,7499.25,4200.0,4200.0,3299.25,43.99,180,3,3,0,8,Mega Sale 25%,Mobile App
298,ORD000298,1,20261016,11,14,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
299,ORD000299,1,20261023,12,15,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,8,3,5,25,No Promotion,Marketplace
300,ORD000300,1,20261030,1,1,2,4999.0,499.9,9998.0,9498.1,1800.0,3600.0,5898.1,62.1,80,3,3,0,25,Welcome Offer 10%,Online
301,ORD000301,1,20261106,1,2,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,25,Festive Offer 15%,Mobile App
302,ORD000302,1,20261113,1,3,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
303,ORD000303,1,20261120,1,4,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
304,ORD000304,1,20261127,5,5,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,2,No Promotion,Online
305,ORD000305,1,20261204,6,6,2,2999.0,0.0,5998.0,5998.0,1100.0,2200.0,3798.0,63.32,80,3,3,0,25,No Promotion,Mobile App
306,ORD000306,1,20261211,7,7,3,2499.0,249.9,7497.0,7247.1,900.0,2700.0,4547.1,62.74,180,3,3,0,25,Welcome Offer 10%,Marketplace
307,ORD000307,1,20261218,8,8,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
308,ORD000308,1,20261226,9,9,1,15999.0,3999.75,15999.0,11999.25,8500.0,8500.0,3499.25,29.16,80,6,3,3,8,Mega Sale 25%,Online
309,ORD000309,1,20260102,10,10,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
310,ORD000310,1,20260109,11,11,2,7999.0,0.0,15998.0,15998.0,4800.0,9600.0,6398.0,39.99,80,3,3,0,25,No Promotion,Marketplace
311,ORD000311,1,20260116,12,12,1,3499.0,0.0,3499.0,3499.0,1600.0,1600.0,1899.0,54.27,80,3,3,0,25,No Promotion,Marketplace
312,ORD000312,1,20260123,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,8,3,5,25,Welcome Offer 10%,Online
313,ORD000313,1,20260130,1,14,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
314,ORD000314,1,20260206,1,15,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
315,ORD000315,1,20260213,1,1,2,4999.0,749.85,9998.0,9248.15,1800.0,3600.0,5648.15,61.07,180,6,3,3,25,Festive Offer 15%,Marketplace
316,ORD000316,1,20260220,5,2,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
317,ORD000317,1,20260227,6,3,1,2999.0,0.0,2999.0,2999.0,1100.0,1100.0,1899.0,63.32,80,3,3,0,25,No Promotion,Mobile App
318,ORD000318,1,20260306,7,4,1,2499.0,249.9,2499.0,2249.1,900.0,900.0,1349.1,59.98,80,3,3,0,25,Welcome Offer 10%,Marketplace
319,ORD000319,1,20260314,8,5,1,27999.0,6999.75,27999.0,20999.25,15000.0,15000.0,5999.25,28.57,80,3,3,0,8,Mega Sale 25%,Marketplace
320,ORD000320,1,20260321,9,6,2,15999.0,0.0,31998.0,31998.0,8500.0,17000.0,14998.0,46.87,80,3,3,0,25,No Promotion,Online
321,ORD000321,1,20260328,10,7,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,80,3,3,0,25,Welcome Offer 10%,Mobile App
322,ORD000322,1,20260404,11,8,1,7999.0,1199.85,7999.0,6799.15,4800.0,4800.0,1999.15,29.4,80,6,3,3,25,Festive Offer 15%,Marketplace
323,ORD000323,1,20260411,12,9,3,3499.0,0.0,10497.0,10497.0,1600.0,4800.0,5697.0,54.27,80,3,3,0,2,No Promotion,Marketplace
324,ORD000324,1,20260418,1,10,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,180,3,3,0,25,Welcome Offer 10%,Online
325,ORD000325,1,20260425,1,11,2,4999.0,0.0,9998.0,9998.0,1800.0,3600.0,6398.0,63.99,80,8,3,5,25,No Promotion,Mobile App
326,ORD000326,1,20260502,1,12,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Marketplace
327,ORD000327,1,20260509,1,13,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
328,ORD000328,1,20260516,5,14,1,1999.0,0.0,1999.0,1999.0,700.0,700.0,1299.0,64.98,80,3,3,0,25,No Promotion,Online
329,ORD000329,1,20260523,6,15,1,2999.0,449.85,2999.0,2549.15,1100.0,1100.0,1449.15,56.85,80,6,3,3,25,Festive Offer 15%,Mobile App
330,ORD000330,1,20260531,7,1,2,2499.0,624.75,4998.0,4373.25,900.0,1800.0,2573.25,58.84,80,3,3,0,8,Mega Sale 25%,Marketplace
331,ORD000331,1,20260607,8,2,1,27999.0,0.0,27999.0,27999.0,15000.0,15000.0,12999.0,46.43,80,3,3,0,25,No Promotion,Marketplace
332,ORD000332,1,20260614,9,3,1,15999.0,0.0,15999.0,15999.0,8500.0,8500.0,7499.0,46.87,80,3,3,0,25,No Promotion,Online
333,ORD000333,1,20260621,10,4,1,9999.0,999.9,9999.0,8999.1,4200.0,4200.0,4799.1,53.33,180,3,3,0,25,Welcome Offer 10%,Mobile App
334,ORD000334,1,20260628,11,5,1,7999.0,0.0,7999.0,7999.0,4800.0,4800.0,3199.0,39.99,80,3,3,0,25,No Promotion,Marketplace
335,ORD000335,1,20260705,12,6,2,3499.0,0.0,6998.0,6998.0,1600.0,3200.0,3798.0,54.27,80,3,3,0,25,No Promotion,Marketplace
336,ORD000336,1,20260712,1,7,1,4999.0,749.85,4999.0,4249.15,1800.0,1800.0,2449.15,57.64,80,6,3,3,25,Festive Offer 15%,Online
337,ORD000337,1,20260719,1,8,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,3,3,0,25,No Promotion,Mobile App
338,ORD000338,1,20260726,1,9,1,4999.0,0.0,4999.0,4999.0,1800.0,1800.0,3199.0,63.99,80,8,3,5,25,No Promotion,Marketplace
339,ORD000339,1,20260802,1,10,1,4999.0,499.9,4999.0,4499.1,1800.0,1800.0,2699.1,59.99,80,3,3,0,25,Welcome Offer 10%,Marketplace
